mode,season,route_id,route_name,dir_id,day_type_id,day_type_name,time_period_id,time_period_name,stop_name,parent_station,total_ons,total_offs,number_service_days,average_ons,average_offs,average_flow,ObjectId
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Maverick,place-mvbcl,92752,31950,71,1306,450,4000,386
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Orient Heights,place-orhte,36461,4633,71,514,65,2024,387
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Revere Beach,place-rbmnl,39408,856,71,555,12,1148,388
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,State,place-state,8708,117881,71,123,1660,2055,389
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Suffolk Downs,place-sdmnl,5662,692,71,80,10,1634,390
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Wonderland,place-wondl,44903,0,71,632,0,632,391
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Wood Island,place-wimnl,21999,2829,71,310,40,2033,392
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_06,PM_PEAK,Airport,place-aport,54912,13516,71,773,190,2234,393
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_06,PM_PEAK,Aquarium,place-aqucl,12020,26897,71,169,379,2769,394
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_06,PM_PEAK,Beachmont,place-bmmnl,20439,4382,71,288,62,1075,395
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_06,PM_PEAK,Bowdoin,place-bomnl,0,13352,71,0,188,0,396
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_06,PM_PEAK,Government Center,place-gover,182,98101,71,3,1382,186,397
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_06,PM_PEAK,Maverick,place-mvbcl,75255,27690,71,1060,390,2943,398
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_06,PM_PEAK,Orient Heights,place-orhte,26603,5287,71,375,74,1477,399
Heavy Rail,Fall 2023,Blue,Blue Line,WB,day_type_01,Weekday,time_period_06,PM_PEAK,Revere Beach,place-rbmnl,23431,1142,71,330,16,858,400
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Stony Brook,place-sbmnl,82,264,54,2,5,55,401
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Sullivan Square,place-sull,13032,873,54,241,16,634,402
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Tufts Medical Center,place-tumnl,479,5267,54,9,98,287,403
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Wellington,place-welln,7974,232,54,148,4,486,404
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Assembly,place-astao,3228,976,54,60,18,1096,405
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Back Bay,place-bbsta,1232,14519,54,23,269,545,406
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Chinatown,place-chncl,1214,4412,54,22,82,1106,407
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Community College,place-ccmnl,4046,1760,54,75,33,1323,408
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Downtown Crossing,place-dwnxg,7441,22261,54,138,412,1240,409
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Forest Hills,place-forhl,0,8347,54,0,155,0,410
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Green Street,place-grnst,67,2102,54,1,39,161,411
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Haymarket,place-haecl,3609,2893,54,67,54,1304,412
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Jackson Square,place-jaksn,1562,2249,54,29,42,213,413
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Malden Center,place-mlmnl,28429,237,54,526,4,894,414
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Massachusetts Avenue,place-masta,1614,4310,54,30,80,497,415
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,North Station,place-north,12184,14449,54,226,268,1262,416
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_07,EVENING,Stony Brook,place-sbmnl,9211,2160,54,171,40,837,417
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Oak Grove,place-ogmnl,22735,0,54,421,0,421,418
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Roxbury Crossing,place-rcmnl,717,5591,54,13,104,221,419
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_07,EVENING,Sullivan Square,place-sull,6858,35644,54,127,660,3127,420
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_09,NIGHT,Green Street,place-grnst,22,2344,54,0,43,127,421
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Ruggles,place-rugg,1172,8163,54,22,151,341,422
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_07,EVENING,Tufts Medical Center,place-tumnl,23608,5834,54,437,108,2872,423
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_09,NIGHT,Haymarket,place-haecl,1474,275,54,27,5,147,424
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Green Street,place-grnst,16068,1029,12,1339,86,5769,425
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,State,place-state,25557,10049,54,473,186,1575,426
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_07,EVENING,Wellington,place-welln,2556,36727,54,47,680,2349,427
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_09,NIGHT,Jackson Square,place-jaksn,233,3893,54,4,72,207,428
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Stony Brook,place-sbmnl,1016,15045,11,92,1368,4130,429
Heavy Rail,Fall 2023,Red,Red Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,Ashmont,place-asmnl,60134,0,48,1253,0,1253,430
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Haymarket,place-haecl,14413,23008,12,1201,1917,12612,431
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Jackson Square,place-jaksn,27069,2952,12,2256,246,9142,432
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Malden Center,place-mlmnl,988,48310,12,82,4026,2471,433
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Massachusetts Avenue,place-masta,23585,12698,12,1965,1058,12134,434
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,North Station,place-north,40119,31025,12,3343,2585,13370,435
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Oak Grove,place-ogmnl,0,29658,12,0,2472,0,436
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Roxbury Crossing,place-rcmnl,19860,4370,12,1655,364,10433,437
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Ruggles,place-rugg,14382,4752,12,1199,396,11227,438
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,State,place-state,28494,51139,12,2374,4262,13329,439
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Stony Brook,place-sbmnl,18319,1964,12,1527,164,7132,440
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Sullivan Square,place-sull,6290,30895,12,524,2575,10592,441
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Tufts Medical Center,place-tumnl,20510,9460,12,1709,788,14683,442
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Wellington,place-welln,2321,24900,12,193,2075,6415,443
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Assembly,place-astao,6892,26152,11,627,2377,6062,444
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Back Bay,place-bbsta,32201,17284,11,2927,1571,9975,445
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Chinatown,place-chncl,16654,10317,11,1514,938,11148,446
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Community College,place-ccmnl,2826,8424,11,257,766,9373,447
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Downtown Crossing,place-dwnxg,34374,35122,11,3125,3193,11080,448
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Forest Hills,place-forhl,35129,0,11,3194,0,3194,449
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Green Street,place-grnst,9991,634,11,908,58,4044,450
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Haymarket,place-haecl,8355,14673,11,760,1334,9282,451
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Jackson Square,place-jaksn,19542,2044,11,1777,186,6640,452
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Malden Center,place-mlmnl,636,33358,11,58,3033,1756,453
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Massachusetts Avenue,place-masta,15062,8754,11,1369,796,8619,454
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,North Station,place-north,28302,21689,11,2573,1972,9883,455
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Oak Grove,place-ogmnl,0,19318,11,0,1756,0,456
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Roxbury Crossing,place-rcmnl,12910,2972,11,1174,270,7543,457
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Ruggles,place-rugg,8931,3406,11,812,310,8045,458
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,State,place-state,17536,30985,11,1594,2817,9856,459
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Stony Brook,place-sbmnl,12305,1250,11,1119,114,5049,460
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Sullivan Square,place-sull,4276,21435,11,389,1949,7813,461
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Tufts Medical Center,place-tumnl,13788,7218,11,1253,656,10572,462
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Wellington,place-welln,1660,16290,11,151,1481,4731,463
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Assembly,place-astao,1406,687,54,26,13,471,464
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Back Bay,place-bbsta,245,4705,54,5,87,193,465
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Chinatown,place-chncl,376,1971,54,7,37,383,466
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Community College,place-ccmnl,1300,925,54,24,17,633,467
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Downtown Crossing,place-dwnxg,1840,9277,54,34,172,414,468
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Forest Hills,place-forhl,0,1775,54,0,33,0,469
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Green Street,place-grnst,12,382,54,0,7,41,470
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Haymarket,place-haecl,1648,1166,54,31,22,473,471
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Jackson Square,place-jaksn,498,694,54,9,13,68,472
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Malden Center,place-mlmnl,13430,101,54,249,2,356,473
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Massachusetts Avenue,place-masta,398,1408,54,7,26,146,474
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,North Station,place-north,3559,6272,54,66,116,510,475
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Oak Grove,place-ogmnl,7384,0,54,137,0,137,476
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Roxbury Crossing,place-rcmnl,190,1624,54,4,30,77,477
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,Ruggles,place-rugg,247,2063,54,5,38,110,478
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_01,VERY_EARLY_MORNING,State,place-state,9335,3743,54,173,69,557,479
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_06,PM_PEAK,Stony Brook,place-sbmnl,2256,41743,54,42,773,2515,480
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Green Street,place-grnst,266,15845,54,5,293,889,481
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Haymarket,place-haecl,18424,15506,54,341,287,5209,482
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Jackson Square,place-jaksn,5832,24452,54,108,453,1448,483
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Malden Center,place-mlmnl,91887,1032,54,1702,19,2536,484
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Massachusetts Avenue,place-masta,12397,27944,54,230,517,2533,485
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,North Station,place-north,44944,46488,54,832,861,5136,486
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Oak Grove,place-ogmnl,42720,0,54,791,0,791,487
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Roxbury Crossing,place-rcmnl,8617,23328,54,160,432,1810,488
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Ruggles,place-rugg,5788,30298,54,107,561,2080,489
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,State,place-state,56479,52970,54,1046,981,5315,490
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Stony Brook,place-sbmnl,2149,15951,54,40,295,1178,491
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Sullivan Square,place-sull,52536,7778,54,973,144,4666,492
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Tufts Medical Center,place-tumnl,14255,44897,54,264,831,3813,493
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_04,MIDDAY_BASE,Wellington,place-welln,44092,3079,54,817,57,3309,494
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Assembly,place-astao,25757,5463,54,477,101,1762,495
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Back Bay,place-bbsta,23020,44010,54,426,815,2664,496
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Chinatown,place-chncl,13981,16002,54,259,296,3203,497
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Community College,place-ccmnl,29131,5593,54,539,104,2735,498
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Downtown Crossing,place-dwnxg,58530,54398,54,1084,1007,3289,499
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Forest Hills,place-forhl,0,57929,54,0,1073,0,500
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Green Street,place-grnst,413,16875,54,8,312,1092,501
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Haymarket,place-haecl,15033,9748,54,278,181,2956,502
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Jackson Square,place-jaksn,4539,27875,54,84,516,1760,503
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Malden Center,place-mlmnl,41280,547,54,764,10,1030,504
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Massachusetts Avenue,place-masta,12960,19933,54,240,369,2520,505
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,North Station,place-north,29363,24786,54,544,459,2811,506
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Oak Grove,place-ogmnl,14807,0,54,274,0,274,507
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Roxbury Crossing,place-rcmnl,16212,18329,54,300,339,2203,508
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Ruggles,place-rugg,9804,20666,54,182,383,2286,509
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,State,place-state,48198,31838,54,893,590,3247,510
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Stony Brook,place-sbmnl,1645,19140,54,30,354,1423,511
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Sullivan Square,place-sull,35438,5386,54,656,100,2364,512
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Tufts Medical Center,place-tumnl,16965,24240,54,314,449,3055,513
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_05,MIDDAY_SCHOOL,Wellington,place-welln,21834,1724,54,404,32,1369,514
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_09,NIGHT,Malden Center,place-mlmnl,756,64,54,14,1,24,515
Heavy Rail,Fall 2023,Orange,Orange Line,NB,day_type_01,Weekday,time_period_08,LATE_EVENING,Assembly,place-astao,2465,9871,54,46,183,1152,516
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_03,Sunday,time_period_11,SUN_OFF_PEAK,Sullivan Square,place-sull,23255,4251,11,2114,386,9405,517
Heavy Rail,Fall 2023,Red,Red Line,NB,day_type_01,Weekday,time_period_03,AM_PEAK,Braintree,place-brntn,24160,0,48,503,0,503,518
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_02,EARLY_AM,Stony Brook,place-sbmnl,421,883,54,8,16,201,519
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_06,PM_PEAK,Assembly,place-astao,39301,6088,54,728,113,2068,520
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_06,PM_PEAK,Back Bay,place-bbsta,37746,54200,54,699,1004,4545,521
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_06,PM_PEAK,Chinatown,place-chncl,19018,14798,54,352,274,4883,522
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_06,PM_PEAK,Community College,place-ccmnl,26174,4669,54,485,86,3003,523
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_06,PM_PEAK,Downtown Crossing,place-dwnxg,88282,58304,54,1635,1080,4762,524
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_06,PM_PEAK,Forest Hills,place-forhl,0,100160,54,0,1855,0,525
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_06,PM_PEAK,Green Street,place-grnst,330,36309,54,6,672,1842,526
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_06,PM_PEAK,Haymarket,place-haecl,23865,9245,54,442,171,3501,527
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_06,PM_PEAK,Jackson Square,place-jaksn,5136,40712,54,95,754,3285,528
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_06,PM_PEAK,Malden Center,place-mlmnl,33779,1144,54,626,21,974,529
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_06,PM_PEAK,Massachusetts Avenue,place-masta,21958,27374,54,407,507,4391,530
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_06,PM_PEAK,North Station,place-north,50264,38248,54,931,708,3271,531
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_06,PM_PEAK,Oak Grove,place-ogmnl,19977,0,54,370,0,370,532
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_06,PM_PEAK,Roxbury Crossing,place-rcmnl,12998,31285,54,241,579,3937,533
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_06,PM_PEAK,Ruggles,place-rugg,15083,24680,54,279,457,4232,534
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_06,PM_PEAK,State,place-state,68865,30504,54,1275,565,4187,535
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_06,PM_PEAK,Sullivan Square,place-sull,35641,5612,54,660,104,2590,536
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_09,NIGHT,Massachusetts Avenue,place-masta,1593,1403,54,29,26,289,537
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_09,NIGHT,North Station,place-north,1694,635,54,31,12,113,538
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_09,NIGHT,Oak Grove,place-ogmnl,501,0,54,9,0,9,539
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_09,NIGHT,Roxbury Crossing,place-rcmnl,574,2132,54,11,39,273,540
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_09,NIGHT,Ruggles,place-rugg,402,1909,54,7,35,295,541
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_09,NIGHT,State,place-state,2977,2160,54,55,40,166,542
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_09,NIGHT,Stony Brook,place-sbmnl,143,3063,54,3,57,161,543
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_09,NIGHT,Sullivan Square,place-sull,1250,294,54,23,5,75,544
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_09,NIGHT,Tufts Medical Center,place-tumnl,889,944,54,16,17,248,545
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_01,Weekday,time_period_09,NIGHT,Wellington,place-welln,683,81,54,13,1,41,546
Heavy Rail,Fall 2023,Orange,Orange Line,SB,day_type_02,Saturday,time_period_10,SAT_OFF_PEAK,Assembly,place-astao,39277,8120,12,3273,677,10555,547
